#Digilent WaveForms Oscilloscope Acquisition
#Device Name: EExplorer
#Serial Number: SN:210151AA5CFE
#Date Time: 2020-09-08 00:42:59.235
#Sample rate: 4e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 4 V/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 4 V/div Offset: 0 V Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 15.392 kHz
#Period: 64.968815 us
#Amplitude: 10 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0

Time (s),Channel 1 (V),Channel 2 (V)
-6.44E-05,0.386904997,3.780961026
-6.43E-05,0.427191401,3.780961026
-6.43E-05,0.427191401,3.780961026
-6.43E-05,0.427191401,3.820939728
-6.43E-05,0.467477805,3.820939728
-6.42E-05,0.467477805,3.820939728
-6.42E-05,0.467477805,3.820939728
-6.42E-05,0.507764209,3.820939728
-6.42E-05,0.507764209,3.820939728
-6.41E-05,0.548050613,3.820939728
-6.41E-05,0.548050613,3.820939728
-6.41E-05,0.588337017,3.820939728
-6.41E-05,0.548050613,3.820939728
-6.40E-05,0.588337017,3.820939728
-6.40E-05,0.628623421,3.860918429
-6.40E-05,0.628623421,3.900897131
-6.40E-05,0.628623421,3.860918429
-6.39E-05,0.668909824,3.860918429
-6.39E-05,0.668909824,3.860918429
-6.39E-05,0.709196228,3.860918429
-6.39E-05,0.709196228,3.860918429
-6.38E-05,0.709196228,3.900897131
-6.38E-05,0.749482632,3.900897131
-6.38E-05,0.749482632,3.900897131
-6.38E-05,0.749482632,3.900897131
-6.37E-05,0.789769036,3.900897131
-6.37E-05,0.789769036,3.900897131
-6.37E-05,0.789769036,3.940875832
-6.37E-05,0.83005544,3.940875832
-6.36E-05,0.83005544,3.940875832
-6.36E-05,0.870341844,3.940875832
-6.36E-05,0.83005544,3.900897131
-6.36E-05,0.870341844,3.940875832
-6.35E-05,0.910628248,3.940875832
-6.35E-05,0.910628248,3.940875832
-6.35E-05,0.910628248,3.940875832
-6.35E-05,0.950914652,3.940875832
-6.34E-05,0.991201056,3.940875832
-6.34E-05,0.991201056,3.980854534
-6.34E-05,0.991201056,3.940875832
-6.34E-05,1.03148746,3.980854534
-6.33E-05,1.03148746,3.980854534
-6.33E-05,1.03148746,3.980854534
-6.33E-05,1.071773863,3.980854534
-6.33E-05,1.071773863,3.980854534
-6.32E-05,1.071773863,3.980854534
-6.32E-05,1.112060267,3.980854534
-6.32E-05,1.112060267,3.980854534
-6.32E-05,1.152346671,4.020833235
-6.31E-05,1.152346671,4.020833235
-6.31E-05,1.152346671,4.020833235
-6.31E-05,1.192633075,4.020833235
-6.31E-05,1.192633075,4.020833235
-6.30E-05,1.232919479,4.060811937
-6.30E-05,1.232919479,4.020833235
-6.30E-05,1.232919479,4.020833235
-6.30E-05,1.232919479,4.060811937
-6.29E-05,1.273205883,4.060811937
-6.29E-05,1.273205883,4.020833235
-6.29E-05,1.313492287,4.060811937
-6.29E-05,1.313492287,4.060811937
-6.28E-05,1.353778691,4.060811937
-6.28E-05,1.353778691,4.060811937
-6.28E-05,1.353778691,4.060811937
-6.28E-05,1.394065095,4.060811937
-6.27E-05,1.394065095,4.100790638
-6.27E-05,1.434351498,4.100790638
-6.27E-05,1.394065095,4.100790638
-6.27E-05,1.434351498,4.100790638
-6.26E-05,1.474637902,4.100790638
-6.26E-05,1.474637902,4.100790638
-6.26E-05,1.514924306,4.100790638
-6.26E-05,1.514924306,4.100790638
-6.25E-05,1.514924306,4.14076934
-6.25E-05,1.55521071,4.100790638
-6.25E-05,1.55521071,4.100790638
-6.25E-05,1.55521071,4.14076934
-6.24E-05,1.595497114,4.100790638
-6.24E-05,1.595497114,4.14076934
-6.24E-05,1.595497114,4.14076934
-6.24E-05,1.635783518,4.14076934
-6.23E-05,1.635783518,4.14076934
-6.23E-05,1.676069922,4.14076934
-6.23E-05,1.676069922,4.14076934
-6.23E-05,1.676069922,4.14076934
-6.22E-05,1.716356326,4.14076934
-6.22E-05,1.716356326,4.180748041
-6.22E-05,1.75664273,4.180748041
-6.22E-05,1.75664273,4.180748041
-6.21E-05,1.75664273,4.180748041
-6.21E-05,1.796929133,4.180748041
-6.21E-05,1.796929133,4.180748041
-6.21E-05,1.796929133,4.180748041
-6.20E-05,1.837215537,4.180748041
-6.20E-05,1.837215537,4.180748041
-6.20E-05,1.837215537,4.180748041
-6.20E-05,1.877501941,4.180748041
-6.19E-05,1.877501941,4.180748041
-6.19E-05,1.917788345,4.180748041
-6.19E-05,1.917788345,4.220726743
-6.19E-05,1.958074749,4.220726743
-6.18E-05,1.958074749,4.220726743
-6.18E-05,1.958074749,4.220726743
-6.18E-05,1.998361153,4.220726743
-6.18E-05,2.038647557,4.260705444
-6.17E-05,2.038647557,4.220726743
-6.17E-05,2.038647557,4.220726743
-6.17E-05,2.078933961,4.220726743
-6.17E-05,2.078933961,4.260705444
-6.16E-05,2.078933961,4.260705444
-6.16E-05,2.078933961,4.260705444
-6.16E-05,2.119220365,4.300684146
-6.16E-05,2.119220365,4.260705444
-6.15E-05,2.119220365,4.260705444
-6.15E-05,2.159506769,4.260705444
-6.15E-05,2.199793172,4.260705444
-6.15E-05,2.159506769,4.260705444
-6.14E-05,2.199793172,4.260705444
-6.14E-05,2.199793172,4.260705444
-6.14E-05,2.240079576,4.300684146
-6.14E-05,2.240079576,4.300684146
-6.13E-05,2.240079576,4.300684146
-6.13E-05,2.28036598,4.300684146
-6.13E-05,2.28036598,4.300684146
-6.13E-05,2.28036598,4.260705444
-6.12E-05,2.320652384,4.300684146
-6.12E-05,2.320652384,4.300684146
-6.12E-05,2.360938788,4.340662847
-6.12E-05,2.360938788,4.300684146
-6.11E-05,2.360938788,4.300684146
-6.11E-05,2.360938788,4.340662847
-6.11E-05,2.401225192,4.300684146
-6.11E-05,2.401225192,4.340662847
-6.10E-05,2.441511596,4.300684146
-6.10E-05,2.441511596,4.300684146
-6.10E-05,2.481798,4.300684146
-6.10E-05,2.481798,4.340662847
-6.09E-05,2.522084404,4.340662847
-6.09E-05,2.522084404,4.340662847
-6.09E-05,2.522084404,4.340662847
-6.09E-05,2.562370807,4.340662847
-6.08E-05,2.562370807,4.380641549
-6.08E-05,2.602657211,4.380641549
-6.08E-05,2.602657211,4.340662847
-6.08E-05,2.602657211,4.380641549
-6.07E-05,2.642943615,4.380641549
-6.07E-05,2.642943615,4.380641549
-6.07E-05,2.683230019,4.380641549
-6.07E-05,2.683230019,4.380641549
-6.06E-05,2.723516423,4.380641549
-6.06E-05,2.723516423,4.42062025
-6.06E-05,2.723516423,4.42062025
-6.06E-05,2.763802827,4.42062025
-6.05E-05,2.763802827,4.42062025
-6.05E-05,2.763802827,4.42062025
-6.05E-05,2.763802827,4.42062025
-6.05E-05,2.804089231,4.42062025
-6.04E-05,2.804089231,4.42062025
-6.04E-05,2.844375635,4.42062025
-6.04E-05,2.844375635,4.42062025
-6.04E-05,2.844375635,4.42062025
-6.03E-05,2.884662039,4.42062025
-6.03E-05,2.884662039,4.42062025
-6.03E-05,2.884662039,4.42062025
-6.03E-05,2.924948443,4.42062025
-6.02E-05,2.965234846,4.42062025
-6.02E-05,2.965234846,4.460598952
-6.02E-05,2.965234846,4.460598952
-6.02E-05,2.965234846,4.42062025
-6.01E-05,3.00552125,4.42062025
-6.01E-05,3.00552125,4.460598952
-6.01E-05,3.045807654,4.460598952
-6.01E-05,3.00552125,4.42062025
-6.00E-05,3.045807654,4.460598952
-6.00E-05,3.045807654,4.460598952
-6.00E-05,3.086094058,4.460598952
-6.00E-05,3.086094058,4.460598952
-5.99E-05,3.086094058,4.460598952
-5.99E-05,3.126380462,4.460598952
-5.99E-05,3.166666866,4.460598952
-5.99E-05,3.166666866,4.460598952
-5.98E-05,3.20695327,4.500577653
-5.98E-05,3.166666866,4.460598952
-5.98E-05,3.20695327,4.500577653
-5.98E-05,3.20695327,4.500577653
-5.97E-05,3.247239674,4.500577653
-5.97E-05,3.247239674,4.500577653
-5.97E-05,3.287526078,4.500577653
-5.97E-05,3.287526078,4.500577653
-5.96E-05,3.287526078,4.500577653
-5.96E-05,3.327812481,4.500577653
-5.96E-05,3.327812481,4.500577653
-5.96E-05,3.327812481,4.500577653
-5.95E-05,3.408385289,4.540556355
-5.95E-05,3.368098885,4.540556355
-5.95E-05,3.408385289,4.500577653
-5.95E-05,3.408385289,4.540556355
-5.94E-05,3.408385289,4.540556355
-5.94E-05,3.448671693,4.540556355
-5.94E-05,3.448671693,4.540556355
-5.94E-05,3.448671693,4.540556355
-5.93E-05,3.488958097,4.540556355
-5.93E-05,3.488958097,4.540556355
-5.93E-05,3.488958097,4.540556355
-5.93E-05,3.529244501,4.540556355
-5.92E-05,3.529244501,4.540556355
-5.92E-05,3.569530905,4.540556355
-5.92E-05,3.569530905,4.540556355
-5.92E-05,3.569530905,4.540556355
-5.91E-05,3.609817309,4.540556355
-5.91E-05,3.609817309,4.540556355
-5.91E-05,3.609817309,4.580535056
-5.91E-05,3.650103713,4.580535056
-5.90E-05,3.650103713,4.580535056
-5.90E-05,3.690390117,4.580535056
-5.90E-05,3.690390117,4.540556355
-5.90E-05,3.73067652,4.580535056
-5.89E-05,3.73067652,4.580535056
-5.89E-05,3.73067652,4.580535056
-5.89E-05,3.770962924,4.580535056
-5.89E-05,3.770962924,4.580535056
-5.88E-05,3.770962924,4.580535056
-5.88E-05,3.811249328,4.580535056
-5.88E-05,3.811249328,4.580535056
-5.88E-05,3.811249328,4.580535056
-5.87E-05,3.851535732,4.580535056
-5.87E-05,3.851535732,4.620513758
-5.87E-05,3.891822136,4.620513758
-5.87E-05,3.891822136,4.580535056
-5.86E-05,3.891822136,4.620513758
-5.86E-05,3.972394944,4.620513758
-5.86E-05,3.972394944,4.620513758
-5.86E-05,3.972394944,4.620513758
-5.85E-05,3.972394944,4.620513758
-5.85E-05,3.972394944,4.620513758
-5.85E-05,3.972394944,4.620513758
-5.85E-05,4.052967752,4.660492459
-5.84E-05,4.052967752,4.620513758
-5.84E-05,4.052967752,4.620513758
-5.84E-05,4.093254155,4.620513758
-5.84E-05,4.093254155,4.660492459
-5.83E-05,4.133540559,4.660492459
-5.83E-05,4.093254155,4.620513758
-5.83E-05,4.133540559,4.620513758
-5.83E-05,4.133540559,4.620513758
-5.82E-05,4.133540559,4.660492459
-5.82E-05,4.173826963,4.660492459
-5.82E-05,4.173826963,4.660492459
-5.82E-05,4.214113367,4.660492459
-5.81E-05,4.214113367,4.660492459
-5.81E-05,4.214113367,4.660492459
-5.81E-05,4.254399771,4.660492459
-5.81E-05,4.294686175,4.660492459
-5.80E-05,4.254399771,4.660492459
-5.80E-05,4.294686175,4.660492459
-5.80E-05,4.294686175,4.660492459
-5.80E-05,4.334972579,4.660492459
-5.79E-05,4.334972579,4.660492459
-5.79E-05,4.375258983,4.660492459
-5.79E-05,4.375258983,4.660492459
-5.79E-05,4.375258983,4.660492459
-5.78E-05,4.415545387,4.660492459
-5.78E-05,4.415545387,4.660492459
-5.78E-05,4.415545387,4.660492459
-5.78E-05,4.45583179,4.700471161
-5.77E-05,4.45583179,4.700471161
-5.77E-05,4.45583179,4.700471161
-5.77E-05,4.496118194,4.660492459
-5.77E-05,4.496118194,4.700471161
-5.76E-05,4.536404598,4.700471161
-5.76E-05,4.536404598,4.700471161
-5.76E-05,4.576691002,4.700471161
-5.76E-05,4.576691002,4.700471161
-5.75E-05,4.576691002,4.700471161
-5.75E-05,4.616977406,4.740449862
-5.75E-05,4.616977406,4.740449862
-5.75E-05,4.616977406,4.740449862
-5.74E-05,4.65726381,4.740449862
-5.74E-05,4.65726381,4.740449862
-5.74E-05,4.697550214,4.740449862
-5.74E-05,4.697550214,4.740449862
-5.73E-05,4.737836618,4.740449862
-5.73E-05,4.737836618,4.740449862
-5.73E-05,4.737836618,4.740449862
-5.73E-05,4.737836618,4.740449862
-5.72E-05,4.778123022,4.740449862
-5.72E-05,4.778123022,4.740449862
-5.72E-05,4.818409426,4.740449862
-5.72E-05,4.818409426,4.740449862
-5.71E-05,4.818409426,4.740449862
-5.71E-05,4.858695829,4.740449862
-5.71E-05,4.858695829,4.740449862
-5.71E-05,4.898982233,4.740449862
-5.70E-05,4.898982233,4.740449862
-5.70E-05,4.898982233,4.740449862
-5.70E-05,4.898982233,4.740449862
-5.70E-05,4.939268637,4.740449862
-5.69E-05,4.979555041,4.740449862
-5.69E-05,4.979555041,4.740449862
-5.69E-05,4.979555041,4.740449862
-5.69E-05,5.019841445,4.780428564
-5.68E-05,5.019841445,4.780428564
-5.68E-05,5.060127849,4.780428564
-5.68E-05,5.060127849,4.780428564
-5.68E-05,5.060127849,4.780428564
-5.67E-05,5.100414253,4.780428564
-5.67E-05,5.100414253,4.780428564
-5.67E-05,5.140700657,4.780428564
-5.67E-05,5.140700657,4.780428564
-5.66E-05,5.140700657,4.780428564
-5.66E-05,5.180987061,4.780428564
-5.66E-05,5.180987061,4.780428564
-5.66E-05,5.221273464,4.780428564
-5.65E-05,5.221273464,4.820407265
-5.65E-05,5.261559868,4.820407265
-5.65E-05,5.261559868,4.820407265
-5.65E-05,5.261559868,4.820407265
-5.64E-05,5.301846272,4.820407265
-5.64E-05,5.301846272,4.820407265
-5.64E-05,5.301846272,4.820407265
-5.64E-05,5.342132676,4.820407265
-5.63E-05,5.342132676,4.820407265
-5.63E-05,5.38241908,4.820407265
-5.63E-05,5.342132676,4.820407265
-5.63E-05,5.38241908,4.820407265
-5.62E-05,5.422705484,4.820407265
-5.62E-05,5.38241908,4.820407265
-5.62E-05,5.422705484,4.820407265
-5.62E-05,5.422705484,4.820407265
-5.61E-05,5.462991888,4.820407265
-5.61E-05,5.462991888,4.820407265
-5.61E-05,5.503278292,4.820407265
-5.61E-05,5.503278292,4.820407265
-5.60E-05,5.543564696,4.820407265
-5.60E-05,5.543564696,4.820407265
-5.60E-05,5.543564696,4.820407265
-5.60E-05,5.5838511,4.820407265
-5.59E-05,5.5838511,4.820407265
-5.59E-05,5.5838511,4.860385967
-5.59E-05,5.624137503,4.860385967
-5.59E-05,5.624137503,4.860385967
-5.58E-05,5.664423907,4.860385967
-5.58E-05,5.664423907,4.860385967
-5.58E-05,5.664423907,4.860385967
-5.58E-05,5.704710311,4.860385967
-5.57E-05,5.704710311,4.860385967
-5.57E-05,5.704710311,4.860385967
-5.57E-05,5.744996715,4.860385967
-5.57E-05,5.744996715,4.860385967
-5.56E-05,5.785283119,4.860385967
-5.56E-05,5.785283119,4.900364668
-5.56E-05,5.785283119,4.860385967
-5.56E-05,5.825569523,4.900364668
-5.55E-05,5.825569523,4.860385967
-5.55E-05,5.865855927,4.900364668
-5.55E-05,5.865855927,4.900364668
-5.55E-05,5.906142331,4.900364668
-5.54E-05,5.906142331,4.900364668
-5.54E-05,5.906142331,4.900364668
-5.54E-05,5.946428735,4.900364668
-5.54E-05,5.946428735,4.900364668
-5.53E-05,5.986715138,4.900364668
-5.53E-05,5.986715138,4.900364668
-5.53E-05,5.986715138,4.94034337
-5.53E-05,6.027001542,4.900364668
-5.52E-05,5.986715138,4.900364668
-5.52E-05,6.027001542,4.900364668
-5.52E-05,6.067287946,4.900364668
-5.52E-05,6.067287946,4.900364668
-5.51E-05,6.067287946,4.900364668
-5.51E-05,6.10757435,4.900364668
-5.51E-05,6.10757435,4.900364668
-5.51E-05,6.147860754,4.900364668
-5.50E-05,6.147860754,4.900364668
-5.50E-05,6.147860754,4.94034337
-5.50E-05,6.147860754,4.900364668
-5.50E-05,6.188147158,4.900364668
-5.49E-05,6.228433562,4.900364668
-5.49E-05,6.228433562,4.94034337
-5.49E-05,6.228433562,4.94034337
-5.49E-05,6.228433562,4.94034337
-5.48E-05,6.268719966,4.94034337
-5.48E-05,6.30900637,4.94034337
-5.48E-05,6.30900637,4.94034337
-5.48E-05,6.30900637,4.94034337
-5.47E-05,6.30900637,4.94034337
-5.47E-05,6.349292774,4.94034337
-5.47E-05,6.349292774,4.94034337
-5.47E-05,6.389579177,4.94034337
-5.46E-05,6.389579177,4.94034337
-5.46E-05,6.429865581,4.94034337
-5.46E-05,6.429865581,4.980322071
-5.46E-05,6.429865581,4.94034337
-5.45E-05,6.429865581,4.94034337
-5.45E-05,6.470151985,4.94034337
-5.45E-05,6.470151985,4.94034337
-5.45E-05,6.510438389,4.980322071
-5.44E-05,6.510438389,4.980322071
-5.44E-05,6.550724793,4.980322071
-5.44E-05,6.550724793,4.980322071
-5.44E-05,6.591011197,4.980322071
-5.43E-05,6.591011197,4.980322071
-5.43E-05,6.591011197,4.980322071
-5.43E-05,6.591011197,4.980322071
-5.43E-05,6.631297601,4.980322071
-5.42E-05,6.671584005,4.980322071
-5.42E-05,6.671584005,4.980322071
-5.42E-05,6.711870409,4.980322071
-5.42E-05,6.671584005,4.980322071
-5.41E-05,6.711870409,4.980322071
-5.41E-05,6.711870409,4.980322071
-5.41E-05,6.752156812,4.980322071
-5.41E-05,6.752156812,4.980322071
-5.40E-05,6.752156812,4.980322071
-5.40E-05,6.792443216,4.980322071
-5.40E-05,6.792443216,4.980322071
-5.40E-05,6.83272962,5.020300773
-5.39E-05,6.83272962,4.980322071
-5.39E-05,6.873016024,4.980322071
-5.39E-05,6.873016024,5.020300773
-5.39E-05,6.873016024,4.980322071
-5.38E-05,6.913302428,5.020300773
-5.38E-05,6.913302428,5.020300773
-5.38E-05,6.913302428,5.020300773
-5.38E-05,6.913302428,4.980322071
-5.37E-05,6.953588832,5.020300773
-5.37E-05,6.953588832,5.020300773
-5.37E-05,6.993875236,5.020300773
-5.37E-05,6.993875236,5.020300773
-5.36E-05,7.03416164,5.020300773
-5.36E-05,6.993875236,5.020300773
-5.36E-05,7.03416164,5.020300773
-5.36E-05,7.074448044,5.020300773
-5.35E-05,7.074448044,5.020300773
-5.35E-05,7.074448044,5.020300773
-5.35E-05,7.114734447,5.020300773
-5.35E-05,7.114734447,5.020300773
-5.34E-05,7.155020851,5.020300773
-5.34E-05,7.155020851,5.060279474
-5.34E-05,7.195307255,5.060279474
-5.34E-05,7.195307255,5.060279474
-5.33E-05,7.195307255,5.060279474
-5.33E-05,7.195307255,5.060279474
-5.33E-05,7.235593659,5.060279474
-5.33E-05,7.275880063,5.060279474
-5.32E-05,7.275880063,5.060279474
-5.32E-05,7.275880063,5.060279474
-5.32E-05,7.316166467,5.060279474
-5.32E-05,7.316166467,5.060279474
-5.31E-05,7.356452871,5.060279474
-5.31E-05,7.316166467,5.060279474
-5.31E-05,7.356452871,5.060279474
-5.31E-05,7.356452871,5.060279474
-5.30E-05,7.396739275,5.100258176
-5.30E-05,7.437025679,5.100258176
-5.30E-05,7.437025679,5.100258176
-5.30E-05,7.437025679,5.060279474
-5.29E-05,7.437025679,5.100258176
-5.29E-05,7.477312083,5.060279474
-5.29E-05,7.477312083,5.020300773
-5.29E-05,7.517598486,5.060279474
-5.28E-05,7.517598486,5.060279474
-5.28E-05,7.517598486,5.100258176
-5.28E-05,7.517598486,5.060279474
-5.28E-05,7.55788489,5.100258176
-5.27E-05,7.55788489,5.100258176
-5.27E-05,7.598171294,5.100258176
-5.27E-05,7.598171294,5.100258176
-5.27E-05,7.638457698,5.100258176
-5.26E-05,7.638457698,5.060279474
-5.26E-05,7.678744102,5.100258176
-5.26E-05,7.678744102,5.100258176
-5.26E-05,7.678744102,5.100258176
-5.25E-05,7.678744102,5.100258176
-5.25E-05,7.719030506,5.100258176
-5.25E-05,7.719030506,5.100258176
-5.25E-05,7.75931691,5.100258176
-5.24E-05,7.75931691,5.100258176
-5.24E-05,7.75931691,5.100258176
-5.24E-05,7.799603314,5.100258176
-5.24E-05,7.839889718,5.140236877
-5.23E-05,7.839889718,5.100258176
-5.23E-05,7.880176121,5.140236877
-5.23E-05,7.880176121,5.100258176
-5.23E-05,7.880176121,5.140236877
-5.22E-05,7.920462525,5.140236877
-5.22E-05,7.920462525,5.140236877
-5.22E-05,7.960748929,5.140236877
-5.22E-05,7.920462525,5.140236877
-5.21E-05,7.960748929,5.140236877
-5.21E-05,7.960748929,5.140236877
-5.21E-05,7.960748929,5.140236877
-5.21E-05,8.001035333,5.100258176
-5.20E-05,8.001035333,5.140236877
-5.20E-05,8.001035333,5.140236877
-5.20E-05,8.041321737,5.140236877
-5.20E-05,8.041321737,5.140236877
-5.19E-05,8.081608141,5.140236877
-5.19E-05,8.081608141,5.140236877
-5.19E-05,8.121894545,5.140236877
-5.19E-05,8.121894545,5.140236877
-5.18E-05,8.121894545,5.140236877
-5.18E-05,8.162180949,5.140236877
-5.18E-05,8.162180949,5.140236877
-5.18E-05,8.162180949,5.140236877
-5.17E-05,8.202467353,5.180215579
-5.17E-05,8.202467353,5.140236877
-5.17E-05,8.202467353,5.140236877
-5.17E-05,8.242753757,5.140236877
-5.16E-05,8.242753757,5.140236877
-5.16E-05,8.28304016,5.180215579
-5.16E-05,8.28304016,5.140236877
-5.16E-05,8.323326564,5.140236877
-5.15E-05,8.323326564,5.140236877
-5.15E-05,8.323326564,5.180215579
-5.15E-05,8.363612968,5.180215579
-5.15E-05,8.363612968,5.140236877
-5.14E-05,8.363612968,5.140236877
-5.14E-05,8.403899372,5.140236877
-5.14E-05,8.403899372,5.180215579
-5.14E-05,8.444185776,5.140236877
-5.13E-05,8.444185776,5.180215579
-5.13E-05,8.444185776,5.180215579
-5.13E-05,8.48447218,5.180215579
-5.13E-05,8.48447218,5.180215579
-5.12E-05,8.48447218,5.180215579
-5.12E-05,8.524758584,5.180215579
-5.12E-05,8.565044988,5.180215579
-5.12E-05,8.565044988,5.180215579
-5.11E-05,8.565044988,5.180215579
-5.11E-05,8.565044988,5.140236877
-5.11E-05,8.605331392,5.180215579
-5.11E-05,8.605331392,5.180215579
-5.10E-05,8.645617795,5.180215579
-5.10E-05,8.645617795,5.180215579
-5.10E-05,8.645617795,5.180215579
-5.10E-05,8.645617795,5.180215579
-5.09E-05,8.685904199,5.180215579
-5.09E-05,8.726190603,5.180215579
-5.09E-05,8.726190603,5.180215579
-5.09E-05,8.726190603,5.180215579
-5.08E-05,8.766477007,5.180215579
-5.08E-05,8.766477007,5.180215579
-5.08E-05,8.806763411,5.180215579
-5.08E-05,8.806763411,5.180215579
-5.07E-05,8.806763411,5.180215579
-5.07E-05,8.806763411,5.180215579
-5.07E-05,8.847049815,5.180215579
-5.07E-05,8.847049815,5.22019428
-5.06E-05,8.847049815,5.180215579
-5.06E-05,8.887336219,5.180215579
-5.06E-05,8.887336219,5.180215579
-5.06E-05,8.927622623,5.22019428
-5.05E-05,8.967909027,5.22019428
-5.05E-05,8.967909027,5.180215579
-5.05E-05,8.967909027,5.22019428
-5.05E-05,8.967909027,5.22019428
-5.04E-05,9.00819543,5.180215579
-5.04E-05,9.00819543,5.180215579
-5.04E-05,9.048481834,5.22019428
-5.04E-05,9.048481834,5.22019428
-5.03E-05,9.048481834,5.22019428
-5.03E-05,9.048481834,5.22019428
-5.03E-05,9.088768238,5.22019428
-5.03E-05,9.088768238,5.22019428
-5.02E-05,9.129054642,5.22019428
-5.02E-05,9.169341046,5.22019428
-5.02E-05,9.169341046,5.22019428
-5.02E-05,9.169341046,5.22019428
-5.01E-05,9.20962745,5.22019428
-5.01E-05,9.20962745,5.22019428
-5.01E-05,9.249913854,5.260172982
-5.01E-05,9.249913854,5.22019428
-5.00E-05,9.249913854,5.22019428
-5.00E-05,9.249913854,5.260172982
-5.00E-05,9.290200258,5.260172982
-5.00E-05,9.290200258,5.22019428
-4.99E-05,9.290200258,5.22019428
-4.99E-05,9.330486662,5.22019428
-4.99E-05,9.330486662,5.22019428
-4.99E-05,9.330486662,5.260172982
-4.98E-05,9.370773066,5.22019428
-4.98E-05,9.370773066,5.22019428
-4.98E-05,9.411059469,5.22019428
-4.98E-05,9.411059469,5.22019428
-4.97E-05,9.451345873,5.22019428
-4.97E-05,9.451345873,5.22019428
-4.97E-05,9.451345873,5.22019428
-4.97E-05,9.451345873,5.22019428
-4.96E-05,9.491632277,5.22019428
-4.96E-05,9.491632277,5.22019428
-4.96E-05,9.491632277,5.22019428
-4.96E-05,9.531918681,5.260172982
-4.95E-05,9.531918681,5.22019428
-4.95E-05,9.572205085,5.260172982
-4.95E-05,9.572205085,5.22019428
-4.95E-05,9.612491489,5.22019428
-4.94E-05,9.612491489,5.260172982
-4.94E-05,9.612491489,5.260172982
-4.94E-05,9.652777893,5.260172982
-4.94E-05,9.652777893,5.260172982
-4.93E-05,9.693064297,5.260172982
-4.93E-05,9.693064297,5.260172982
-4.93E-05,9.733350701,5.260172982
-4.93E-05,9.733350701,5.260172982
-4.92E-05,9.733350701,5.260172982
-4.92E-05,9.773637104,5.260172982
-4.92E-05,9.773637104,5.260172982
-4.92E-05,9.813923508,5.260172982
-4.91E-05,9.813923508,5.260172982
-4.91E-05,9.813923508,5.260172982
-4.91E-05,9.813923508,5.260172982
-4.91E-05,9.854209912,5.260172982
-4.90E-05,9.854209912,5.260172982
-4.90E-05,9.894496316,5.300151683
-4.90E-05,9.894496316,5.300151683
-4.90E-05,9.894496316,5.300151683
-4.89E-05,9.93478272,5.300151683
-4.89E-05,9.93478272,5.300151683
-4.89E-05,9.93478272,5.260172982
-4.89E-05,9.975069124,5.260172982
-4.88E-05,9.975069124,5.260172982
-4.88E-05,9.975069124,5.260172982
-4.88E-05,9.975069124,5.22019428
-4.88E-05,9.93478272,5.180215579
-4.87E-05,9.93478272,5.180215579
-4.87E-05,9.894496316,5.100258176
-4.87E-05,9.894496316,5.100258176
-4.87E-05,9.894496316,5.060279474
-4.86E-05,9.854209912,5.060279474
-4.86E-05,9.854209912,4.980322071
-4.86E-05,9.813923508,4.980322071
-4.86E-05,9.813923508,4.94034337
-4.85E-05,9.813923508,4.94034337
-4.85E-05,9.773637104,4.860385967
-4.85E-05,9.773637104,4.860385967
-4.85E-05,9.773637104,4.820407265
-4.84E-05,9.733350701,4.780428564
-4.84E-05,9.733350701,4.780428564
-4.84E-05,9.733350701,4.740449862
-4.84E-05,9.693064297,4.700471161
-4.83E-05,9.693064297,4.660492459
-4.83E-05,9.693064297,4.660492459
-4.83E-05,9.652777893,4.620513758
-4.83E-05,9.652777893,4.620513758
-4.82E-05,9.612491489,4.580535056
-4.82E-05,9.612491489,4.540556355
-4.82E-05,9.612491489,4.500577653
-4.82E-05,9.612491489,4.500577653
-4.81E-05,9.572205085,4.460598952
-4.81E-05,9.572205085,4.460598952
-4.81E-05,9.531918681,4.42062025
-4.81E-05,9.531918681,4.380641549
-4.80E-05,9.491632277,4.380641549
-4.80E-05,9.491632277,4.340662847
-4.80E-05,9.451345873,4.300684146
-4.80E-05,9.451345873,4.300684146
-4.79E-05,9.451345873,4.260705444
-4.79E-05,9.411059469,4.220726743
-4.79E-05,9.411059469,4.180748041
-4.79E-05,9.370773066,4.14076934
-4.78E-05,9.370773066,4.14076934
-4.78E-05,9.330486662,4.100790638
-4.78E-05,9.330486662,4.060811937
-4.78E-05,9.290200258,4.020833235
-4.77E-05,9.290200258,4.020833235
-4.77E-05,9.290200258,4.020833235
-4.77E-05,9.290200258,3.980854534
-4.77E-05,9.249913854,3.940875832
-4.76E-05,9.249913854,3.940875832
-4.76E-05,9.20962745,3.900897131
-4.76E-05,9.20962745,3.860918429
-4.76E-05,9.20962745,3.820939728
-4.75E-05,9.169341046,3.820939728
-4.75E-05,9.169341046,3.780961026
-4.75E-05,9.129054642,3.740982325
-4.75E-05,9.129054642,3.740982325
-4.74E-05,9.088768238,3.701003623
-4.74E-05,9.129054642,3.701003623
-4.74E-05,9.088768238,3.661024922
-4.74E-05,9.048481834,3.62104622
-4.73E-05,9.048481834,3.62104622
